soil,temp,hum,Status
55,19.97,21.84,0
24,19.81,22.53,1
69,19.68,22.84,0
62,19.56,23.16,1
18,19.5,23.03,0
35,19.44,22.9,1
59,19.44,22.94,0
30,19.43,22.99,1
37,19.38,23.28,0
51,19.34,23.57,1
42,19.31,23.17,1
57,19.28,22.77,1
61,19.37,21.98,0
68,19.46,21.19,0
21,19.41,21.22,1
43,19.36,21.24,1
6,19.34,21.18,1
66,19.31,21.11,0
87,19.29,21.05,0
18,19.2,21.14,0
67,19.1,21.22,0
79,19.05,21.28,0
42,18.99,21.34,1
11,18.94,21.5,1
9,18.89,21.66,1
21,18.83,21.8,0
57,18.76,21.94,1
52,18.71,22.01,1
89,18.66,22.08,1
1,18.54,22.4,1
77,18.41,22.72,0
85,18.38,22.55,0
38,18.34,22.38,1
9,18.31,21.84,0
10,18.28,21.31,0
27,18.24,20.76,0
31,18.21,20.21,1
24,18.19,19.92,1
6,18.16,19.62,1
67,18.15,19.27,1
46,18.14,18.93,1
3,18.14,18.7,1
12,18.13,18.47,1
73,18.03,18.54,0
74,17.93,18.62,0
72,17.84,18.75,0
87,17.74,18.88,0
1,17.61,19.24,1
69,17.48,19.59,0
29,17.34,20.24,0
25,17.2,20.89,0
86,17.13,20.78,0
44,17.06,20.66,0
20,16.99,20.54,1
70,16.92,20.43,0
38,16.88,20.51,1
81,16.83,20.59,0
45,16.76,20.84,1
35,16.69,21.08,1
73,16.61,21.04,0
85,16.53,21,0
33,16.42,21.37,1
52,16.32,21.74,1
26,16.26,21.83,1
41,16.21,21.92,0
83,16.12,21.69,1
13,16.04,21.46,1
52,15.98,21.33,1
37,15.93,21.2,0
75,15.87,21.07,0
72,15.82,20.94,1
46,15.77,20.81,1
66,15.75,20.58,1
39,15.73,20.34,0
57,15.83,19.93,0
31,15.93,19.52,0
72,15.8,20.02,0
36,15.67,20.51,1
73,15.84,20.6,1
5,16.02,20.7,1
9,16.5,20.4,0
29,16.98,20.09,1
45,17.33,20.23,1
48,17.67,20.37,0
14,18.08,20.34,0
7,18.49,20.31,0
13,18.97,19.9,1
70,19.45,19.48,0
35,19.94,18.84,1
86,20.43,18.21,0
13,21.11,17.32,0
8,21.79,16.42,1
42,22.47,15.52,1
69,23.15,14.63,1
20,23.62,13.76,1
52,24.09,12.88,0
71,24.51,12.16,1
63,24.92,11.45,0
4,25.36,10.8,1
60,25.8,10.15,0
54,26.16,9.66,1
83,26.51,9.18,0
27,26.77,9.08,0
35,27.03,8.98,1
37,26.85,8.82,1
12,26.67,8.66,1
24,26.84,8.52,0
55,27.02,8.37,0
21,27.54,8.2,0
28,28.06,8.02,1
12,28.17,7.72,1
70,28.29,7.42,0
10,28.56,7.42,1
32,28.84,7.43,1
36,28.85,7.18,1
36,28.86,6.92,1
40,28.82,6.84,1
81,28.78,6.75,1
60,29.16,6.45,0
63,29.55,6.15,0
52,29.6,6.02,1
12,29.64,5.88,0
31,30.02,5.92,0
70,30.39,5.96,1
77,30.74,5.86,0
65,31.08,5.76,0
42,31.25,5.68,1
79,31.42,5.61,0
84,31.27,5.5,0
52,31.12,5.38,1
58,31.18,5.38,1
65,31.24,5.37,1
49,31.26,5.36,1
32,31.28,5.35,1
1,31.31,5.33,1
4,31.33,5.32,1
30,31.06,5.51,1
67,30.79,5.7,0
89,30.52,5.88,1
63,30.25,6.07,1
24,30.17,6.1,0
70,30.08,6.12,0
37,30,6.15,0
45,29.92,6.18,1
65,30.16,6.15,0
1,30.41,6.13,1
88,30.46,5.99,1
63,30.51,5.85,1
9,30.56,5.71,1
56,30.61,5.57,0
20,30.65,5.52,1
14,30.69,5.48,1
80,30.73,5.44,1
72,30.77,5.39,1
86,30.68,5.08,0
29,30.59,4.77,0
61,30.66,4.9,0
70,30.72,5.04,0
24,30.84,5.18,0
8,30.95,5.31,1
63,30.94,5.16,0
63,30.94,5.01,0
21,30.94,4.86,0
70,30.93,4.71,0
46,30.86,4.7,0
63,30.79,4.68,1
66,31.02,4.69,0
90,31.25,4.7,1
44,31.22,4.5,0
73,31.18,4.29,0
7,31.16,4.08,1
4,31.14,3.87,1
59,31.14,3.68,1
58,31.13,3.49,0
1,30.9,3.74,1
5,30.67,4,1
87,30.75,4.18,0
34,30.83,4.36,0
27,30.8,4.54,0
41,30.76,4.73,1
39,30.66,4.8,1
4,30.55,4.86,1
3,30.52,5.12,1
35,30.49,5.37,0
82,30.4,6.02,0
90,30.32,6.68,0
5,30.23,6.68,1
90,30.14,6.68,1
42,30.04,6.67,0
54,29.95,6.67,1
41,29.77,6.62,1
46,29.59,6.57,1
68,29.41,6.52,0
57,29.23,6.47,0
21,29.14,6.65,0
49,29.04,6.83,0
16,28.86,7,0
64,28.67,7.16,1
32,28.52,7.02,1
28,28.37,6.88,1
45,28.2,7.06,0
14,28.04,7.23,0
35,27.83,7.58,1
1,27.62,7.92,0
90,27.44,7.66,0
69,27.27,7.4,0
86,27.1,7.45,1
60,26.94,7.5,0
4,26.78,7.56,0
41,26.63,7.61,1
72,26.46,7.81,1
50,26.28,8.01,0
40,26.12,8.35,0
45,25.95,8.69,1
17,25.88,8.72,1
26,25.82,8.74,0
84,25.56,9.18,0
86,25.31,9.62,0
19,25.17,9.8,1
58,25.04,9.99,1
60,24.82,10.74,1
25,24.59,11.5,1
8,24.42,11.94,1
90,24.26,12.39,0
86,24.22,12.2,0
26,24.17,12.02,0
14,24.06,12.16,1
54,23.95,12.29,1
6,23.88,12.62,1
46,23.8,12.95,1
12,23.67,13.3,1
76,23.54,13.64,1
7,23.4,14.01,0
76,23.26,14.38,1
30,23.24,14.6,0
36,23.23,14.83,1
19,23.2,15.02,1
48,23.16,15.22,0
88,23.12,15.42,0
55,23.08,15.62,1
13,22.94,15.93,1
12,22.8,16.25,1
80,22.72,16.38,1
90,22.65,16.5,0
75,22.64,16.42,1
55,22.64,16.33,1
81,22.62,16.29,1
79,22.6,16.26,1
71,22.57,16.23,0
83,22.55,16.19,0
38,22.56,16.13,1
44,22.58,16.08,0
11,22.35,16.72,1
51,22.12,17.36,1
88,21.86,18.24,0
13,21.6,19.11,1
14,21.65,18.85,1
26,21.69,18.58,1
23,21.74,18.32,0
28,21.79,17.96,1
47,21.84,17.6,0
22,21.74,18.12,0
85,21.65,18.64,1
21,21.5,19.17,1
89,21.35,19.7,0
34,21.24,19.93,1
22,21.14,20.16,0
84,21.04,20.38,0
69,20.93,20.61,0
85,20.76,21.09,0
77,20.6,21.56,0
90,20.43,22.04,0
54,20.27,22.52,0
41,20.16,22.69,1
3,20.04,22.86,0
35,19.85,23.16,1
51,19.66,23.45,1
28,19.52,23.48,1
76,19.38,23.52,0
29,19.25,23.87,1
33,19.12,24.22,1
71,19.05,24.53,1
48,18.97,24.84,1
83,18.82,25.52,0
64,18.67,26.2,0
19,18.5,26.85,1
16,18.32,27.5,1
70,18.04,28.46,0
80,17.77,29.41,0
8,17.62,29.68,0
61,17.46,29.94,0
30,17.5,29.7,1
24,17.53,29.47,1
69,17.5,29.38,1
60,17.46,29.29,0
37,17.5,29.07,0
35,17.53,28.85,1
13,17.5,28.72,1
4,17.46,28.59,0
30,17.52,28.2,1
55,17.59,27.82,0
69,17.61,27.84,0
22,17.63,27.85,1
88,17.5,28.1,1
47,17.37,28.35,0
42,17.24,28.65,1
81,17.1,28.94,1
56,17.09,28.78,0
76,17.08,28.63,1
66,17.08,28.5,0
87,17.07,28.38,0
30,16.97,28.87,1
78,16.87,29.36,1
48,16.79,29.77,0
39,16.7,30.18,1
83,16.62,30.59,0
84,16.51,30.44,0
54,16.39,30.28,1
16,16.3,30.04,0
73,16.22,29.79,0
57,16.24,29.08,1
32,16.25,28.38,1
81,16.25,27.9,0
47,16.25,27.42,1
54,16.19,27.24,0
27,16.13,27.05,0
60,16.1,26.97,1
37,16.07,26.89,0
58,16.08,26.89,0
57,16.08,26.89,1
1,15.97,27.36,0
4,15.86,27.83,1
39,15.72,28.24,0
44,15.58,28.64,0
70,15.5,28.49,1
62,15.41,28.34,1
83,15.4,27.84,1
66,15.38,27.33,1
70,15.48,26.62,0
32,15.59,25.91,0
20,15.55,25.86,1
51,15.51,25.81,1
9,15.48,25.92,1
53,15.44,26.03,1
45,15.38,26.34,1
68,15.32,26.65,0
77,15.24,27.14,1
79,15.17,27.63,0
64,15.02,28.05,0
50,14.87,28.47,1
39,14.78,29.08,1
27,14.69,29.69,0
79,14.54,30.3,0
63,14.39,30.92,0
34,14.28,31.22,1
12,14.17,31.52,1
86,14.13,31.65,0
60,14.08,31.77,0
46,14.04,31.9,0
70,14,31.96,1
69,13.95,32.02,0
21,13.97,32.15,0
12,13.99,32.27,1
43,14.12,32.22,0
5,14.24,32.16,1
47,14.4,32.26,0
48,14.57,32.37,1
79,14.82,32.42,0
51,15.08,32.47,0
2,15.57,31.96,1
17,16.05,31.45,1
77,16.66,30.06,0
25,17.28,28.66,0
7,18.06,27.2,0
64,18.83,25.73,1
24,19.46,24.42,1
13,20.1,23.12,1
46,20.86,21.68,1
68,21.61,20.23,0
47,22.07,18.44,0
2,22.53,16.66,0
67,23.02,15.48,1
26,23.5,14.3,1
87,24.02,13.69,0
23,24.53,13.08,1
46,24.72,12.77,0
30,24.91,12.46,1
72,25.44,12.12,0
56,25.97,11.78,0
69,25.84,11.72,0
42,25.7,11.66,1
29,26.18,11.26,0
6,26.66,10.86,1
48,27.26,10.27,1
44,27.85,9.69,0
80,28.02,8.84,0
30,28.18,8,1
41,27.94,7.82,0
61,27.7,7.65,1
28,27.99,7.49,0
13,28.29,7.33,1
14,28.46,7.1,0
31,28.62,6.86,0
50,28.69,6.7,0
30,28.76,6.53,1
80,29.06,6.48,0
35,29.36,6.42,1
4,29.74,6.24,1
79,30.12,6.06,0
66,29.8,5.84,0
15,29.49,5.61,1
67,29.6,5.45,1
4,29.71,5.29,1
65,29.85,5.05,0
63,29.99,4.81,0
67,30.1,4.72,0
61,30.2,4.62,0
39,30.44,4.26,0
33,30.68,3.9,1
45,30.62,3.66,1
24,30.56,3.43,0
55,30.62,3.38,1
41,30.67,3.33,1
72,30.78,3.38,1
10,30.88,3.44,1
52,30.71,3.4,0
75,30.54,3.35,0
90,30.44,3.14,0
28,30.34,2.92,0
62,30.49,2.99,0
60,30.64,3.06,0
74,30.8,3.14,0
44,30.95,3.21,1
60,31.09,3.11,0
65,31.22,3.02,0
14,31.36,2.92,1
32,31.5,2.82,0
84,31.47,2.79,0
42,31.44,2.76,1
73,31.41,2.72,1
55,31.38,2.69,1
17,31.35,2.58,1
61,31.32,2.46,1
32,31.56,2.41,1
89,31.8,2.35,0
24,31.72,2.28,0
43,31.64,2.21,1
44,31.74,2.22,1
60,31.84,2.22,0
44,31.86,2.22,0
80,31.89,2.21,0
44,32.11,1.98,0
6,32.33,1.76,1
50,32.09,2.18,1
53,31.85,2.61,0
42,31.88,2.83,1
55,31.92,3.05,0
40,31.8,2.78,1
1,31.67,2.52,1
14,31.72,2.52,1
47,31.76,2.52,1
75,31.8,2.54,0
14,31.85,2.57,1
38,31.85,2.34,1
74,31.84,2.12,0
24,31.74,2.31,0
30,31.63,2.5,1
23,31.51,2.32,1
67,31.39,2.13,0
7,31.4,2.04,1
51,31.42,1.94,1
86,31.39,1.86,1
18,31.36,1.79,0
4,31.2,1.8,0
35,31.05,1.8,1
22,30.98,2.08,1
8,30.9,2.36,1
23,30.83,2.63,1
41,30.76,2.91,0
57,30.52,3.09,0
18,30.27,3.27,1
70,30.22,3.38,0
77,30.17,3.5,1
37,30.06,3.46,1
9,29.94,3.42,1
1,29.86,3.34,1
40,29.77,3.26,1
67,29.59,3.03,1
13,29.41,2.8,1
28,29.28,2.9,1
26,29.14,2.99,0
85,28.99,2.84,0
25,28.84,2.69,1
77,28.78,2.8,1
54,28.72,2.92,1
45,28.4,4.94,1
52,28.09,6.96,1
14,27.8,7.74,1
31,27.52,8.53,0
84,27.42,8.8,0
70,27.32,9.06,0
20,27.2,9.34,0
41,27.07,9.62,0
2,27.01,9.78,1
64,26.94,9.94,1
39,26.96,9.64,0
11,26.97,9.33,1
39,27.32,7.38,1
15,27.67,5.43,0
35,27.67,5.49,1
34,27.67,5.56,0
17,27.52,5.82,0
60,27.38,6.08,1
65,27.35,6.02,1
77,27.32,5.97,0
15,27.2,6.12,1
41,27.07,6.27,0
34,26.97,6.3,1
57,26.86,6.32,0
78,26.76,6.35,0
90,26.66,6.38,0
56,26.66,6.04,0
39,26.66,5.7,1
58,26.62,5.4,1
32,26.59,5.11,1
38,26.52,5.11,1
27,26.44,5.1,1
11,26.39,4.96,1
49,26.34,4.81,0
1,26.26,4.88,1
87,26.18,4.95,0
57,26.13,4.87,1
90,26.08,4.79,0
75,26.04,4.62,0
2,26.01,4.46,1
47,25.96,4.42,1
54,25.91,4.38,1
20,25.82,4.42,1
76,25.74,4.45,1
85,25.62,4.58,0
38,25.5,4.7,1
10,25.42,4.75,1
8,25.35,4.8,0
14,25.22,5.07,1
45,25.1,5.35,1
30,25,5.51,0
35,24.91,5.66,1
84,24.81,5.82,0
63,24.71,5.98,1
16,24.62,6.13,1
19,24.52,6.29,1
26,24.2,7.56,0
82,23.87,8.83,0
51,23.64,9.57,1
74,23.41,10.32,0
3,23.22,10.48,0
31,23.04,10.64,0
8,23.06,10.32,1
82,23.09,10,0
56,23.3,9.22,1
21,23.51,8.43,1
87,23.62,8.25,1
48,23.72,8.06,1
14,23.6,8.24,0
90,23.49,8.41,0
21,23.37,8.59,1
75,23.26,8.77,1
12,23.15,8.95,1
71,23.03,8.96,0
44,22.91,8.96,1
62,22.82,9.1,0
82,22.72,9.23,0
19,22.6,9.38,1
71,22.47,9.52,1
21,22.46,9.68,1
38,22.44,9.85,1
13,22.38,10.14,1
79,22.32,10.43,1
20,22.2,10.66,0
52,22.07,10.9,1
58,21.9,11.07,1
2,21.74,11.23,1
16,21.74,10.96,1
42,21.73,10.7,1
56,21.56,10.82,1
8,21.4,10.95,0
66,21.24,11.08,1
28,21.07,11.2,0
90,20.91,11.66,1
51,20.75,12.13,0
51,20.57,12.82,1
28,20.39,13.5,0
38,20.21,14.18,1
51,20.03,14.87,1
17,20.04,14.65,0
68,20.04,14.43,0
5,20.15,13.78,1
3,20.26,13.13,1
37,20.44,12.55,1
62,20.63,11.96,0
43,20.62,11.86,0
79,20.61,11.77,0
31,20.6,11.68,0
20,20.59,11.58,1
16,20.5,11.7,0
67,20.41,11.83,0
69,20.38,11.78,0
62,20.36,11.72,0
38,20.33,11.66,1
7,20.3,11.61,0
15,20.29,11.51,1
80,20.28,11.41,0
74,20.11,11.74,0
3,19.94,12.08,0
79,19.87,12.1,0
22,19.8,12.11,1
33,19.77,12,0
15,19.75,11.88,0
48,19.69,11.91,1
84,19.62,11.94,0
25,19.56,11.92,1
58,19.5,11.89,1
27,19.34,12.19,1
85,19.17,12.5,1
85,19,12.8,0
18,18.84,13.1,0
72,18.76,13.29,0
60,18.69,13.48,1
81,18.64,13.63,1
77,18.59,13.78,0
32,18.54,13.97,1
29,18.48,14.16,0
56,18.43,14.35,1
33,18.27,14.82,1
42,18.12,15.29,0
84,18.08,15.52,0
69,18.03,15.74,1
45,17.98,15.89,0
26,17.92,16.04,0
62,17.83,16.26,1
30,17.74,16.47,1
62,17.67,16.56,1
13,17.61,16.65,1
30,17.56,16.77,0
44,17.51,16.89,1
83,17.44,16.97,1
30,17.37,17.05,0
19,17.3,17.12,1
44,17.23,17.2,0
24,17.19,17.26,1
34,17.15,17.32,1
30,17.16,17.38,1
4,17.17,17.43,1
27,17.33,17.28,1
82,17.49,17.14,0
55,17.72,16.95,1
22,17.95,16.77,1
6,18.32,16.38,1
85,18.68,15.98,0
12,19.16,15.18,0
65,19.64,14.38,0
85,20.19,13.74,0
20,20.74,13.09,1
77,21.2,12.46,1
77,21.67,11.82,1
68,22.14,11.19,1
77,22.6,10.56,0
18,23.08,10.22,1
43,23.56,9.87,1
49,24,9.64,1
2,24.45,9.42,1
41,24.6,9.2,0
12,24.74,8.99,1
44,24.92,8.8,1
66,25.1,8.61,1
89,25.34,8.38,0
50,25.58,8.16,1
45,25.7,8,1
43,25.81,7.84,0
1,26.09,7.8,1
56,26.37,7.76,0
26,26.49,7.68,0
79,26.61,7.6,1
38,26.71,7.39,1
41,26.81,7.18,0
9,26.84,7.11,1
81,26.88,7.04,0
32,27.26,6.96,0
80,27.63,6.88,0
31,27.48,6.98,1
23,27.34,7.09,0
56,27.58,7.08,0
40,27.83,7.06,0
89,28.08,7.05,0
67,28.32,7.04,1
53,28.24,6.65,1
21,28.16,6.27,0
44,28.32,6.22,1
30,28.48,6.16,1
13,28.66,6.01,1
59,28.84,5.86,1
30,28.76,6.04,1
22,28.67,6.22,0
44,29.02,6,1
40,29.36,5.79,0
10,29.26,6,1
39,29.17,6.21,0
35,28.94,6.14,1
36,28.72,6.07,1
1,29.1,5.97,1
43,29.48,5.87,1
37,29.32,5.81,1
16,29.15,5.75,1
16,29.4,5.54,1
26,29.64,5.34,0
72,29.6,5.35,0
65,29.56,5.36,0
3,29.82,5.3,1
77,30.09,5.24,1
61,30.11,5.26,0
19,30.13,5.28,1
9,30.06,5.26,1
6,29.98,5.25,0
78,30.22,5.04,0
57,30.46,4.84,1
7,30.7,4.64,1
76,30.94,4.43,0
15,30.9,4.5,0
75,30.86,4.56,1
71,30.81,4.62,0
20,30.77,4.69,1
76,30.82,4.69,0
17,30.87,4.7,1
42,30.92,4.7,0
44,30.97,4.7,1
58,30.99,4.25,1
56,31.02,3.8,1
14,31.06,3.9,1
46,31.09,4,1
43,31.08,4.02,1
5,31.06,4.03,1
53,31.08,4.04,1
70,31.09,4.04,0
34,31.16,3.92,0
57,31.23,3.8,1
48,31.16,3.76,1
38,31.1,3.73,0
6,30.96,3.86,1
9,30.81,3.99,1
46,30.85,3.78,1
51,30.9,3.57,1
62,30.96,3.91,0
65,31.01,4.25,1
52,30.84,4.01,1
88,30.68,3.77,0
59,30.81,3.94,0
52,30.94,4.11,1
24,30.8,4.14,0
64,30.67,4.17,0
68,30.59,4.43,0
87,30.52,4.69,0
77,30.44,4.95,0
26,30.36,5.21,1
15,30.2,5.5,1
22,30.05,5.8,1
81,29.9,6.09,0
26,29.74,6.38,1
46,29.57,6.22,0
56,29.4,6.05,1
58,29.31,6.14,0
38,29.22,6.23,0
54,29.08,6.43,1
88,28.94,6.62,0
24,28.76,7.33,1
80,28.58,8.04,0
32,28.46,7.81,1
29,28.33,7.58,1
47,28.2,8.04,1
25,28.08,8.49,1
38,27.78,9.82,1
89,27.48,11.16,0
45,27.28,11.72,1
11,27.07,12.28,1
18,26.94,12.36,1
40,26.82,12.44,0
89,26.68,12.5,0
61,26.54,12.56,0
65,26.39,12.62,0
48,26.25,12.68,1
55,26.12,12.64,1
68,25.98,12.61,0
20,25.94,12.22,1
76,25.89,11.82,1
51,25.88,11.55,1
88,25.88,11.28,1
85,26.05,10.5,0
31,26.22,9.73,0
42,26.12,9.66,1
6,26.01,9.6,1
63,25.94,9.38,0
82,25.87,9.17,0
14,25.78,9.24,1
66,25.68,9.3,0
73,25.65,9.23,0
5,25.62,9.15,1
84,25.64,9.02,0
18,25.66,8.9,0
70,25.44,9.18,0
40,25.21,9.46,0
33,25,9.82,0
50,24.8,10.18,1
43,24.59,10.47,0
53,24.38,10.77,1
71,24.17,11.06,0
57,24.02,11.34,0
46,23.87,11.63,1
64,23.82,11.68,0
39,23.76,11.73,0
54,23.68,11.78,0
9,23.61,11.84,1
37,23.44,12.12,1
84,23.28,12.4,1
4,22.99,13.38,1
68,22.7,14.36,0
53,22.54,14.5,0
90,22.39,14.64,0
68,22.12,15.52,1
30,21.86,16.41,1
20,21.62,16.99,1
4,21.39,17.58,1
45,21.29,18.24,0
31,21.19,18.9,0
84,21.04,19.48,0
90,20.9,20.06,0
50,20.75,20.63,1
41,20.6,21.21,1
19,20.6,21.34,1
40,20.6,21.46,0
31,20.6,21.58,1
63,20.6,21.71,0
81,20.56,22.11,0
18,20.52,22.51,1
17,20.49,22.91,1
5,20.45,23.31,0
78,20.38,23.93,0
36,20.32,24.56,0
50,20.26,25.18,0
89,20.19,25.8,0
4,20.26,25.6,1
51,20.34,25.4,0
85,20.3,25.64,0
45,20.26,25.87,0
69,20.16,25.92,0
54,20.07,25.96,1
35,19.98,26.01,1
31,19.88,26.06,1
53,19.88,25.68,0
59,19.88,25.31,0
51,19.71,25.87,0
8,19.54,26.43,1
3,19.37,26.42,1
4,19.2,26.42,1
49,19.19,26,1
43,19.17,25.57,0
51,19.08,25.54,1
78,18.98,25.51,1
14,18.82,25.56,1
15,18.66,25.6,1
48,18.59,26.15,1
73,18.52,26.7,0
41,18.67,25.99,1
47,18.82,25.29,0
89,18.76,25.27,0
84,18.71,25.25,0
82,18.6,25.58,0
80,18.5,25.92,0
68,18.47,26.2,0
52,18.43,26.49,1
9,18.4,26.77,1
36,18.27,27.62,1
35,18.14,28.47,0
18,17.81,29.67,0
49,17.48,30.87,0
53,17.37,30.96,1
43,17.25,31.05,0
18,17.26,30.72,1
2,17.27,30.4,0
56,17.24,30.34,1
20,17.2,30.28,1
57,17.14,30.21,0
27,17.09,30.14,1
87,16.96,30.46,0
81,16.83,30.78,0
60,16.64,31.54,0
37,16.45,32.29,0
48,16.28,32.88,0
22,16.11,33.47,1
42,16.15,33.31,1
9,16.19,33.15,1
13,16.18,32.76,0
76,16.17,32.38,0
89,16.14,32.03,1
63,16.11,31.68,0
14,16,31.8,1
52,15.88,31.91,0
38,15.8,32.03,1
70,15.73,32.15,0
9,15.66,32.32,1
65,15.6,32.48,1
68,15.44,32.76,1
46,15.29,33.04,1
49,15.26,33.03,0
76,15.22,33.02,0
81,15.12,33.26,1
81,15.02,33.49,0
42,14.97,33.42,0
53,14.92,33.34,0
48,14.86,33.3,0
39,14.81,33.26,0
83,14.8,32.8,0
43,14.8,32.34,0
55,14.81,32.2,1
39,14.82,32.05,0
65,14.79,32.06,1
76,14.75,32.07,0
49,14.72,32.08,0
43,14.62,32.52,1
50,14.51,32.97,1
27,14.45,33.03,0
55,14.39,33.1,0
50,14.32,33.29,1
67,14.26,33.48,1
83,14.24,33.16,0
2,14.23,32.85,0
18,14.1,32.8,0
29,13.97,32.74,0
67,13.97,32.72,1
32,13.97,32.71,1
82,13.93,33.12,0
18,13.89,33.53,1
34,14.09,33.12,1
15,14.29,32.72,1
77,14.84,31.16,0
73,15.39,29.59,0
38,15.95,28.54,0
45,16.51,27.48,0
53,17.12,26.61,0
4,17.74,25.74,1
37,18.44,24.78,0
31,19.14,23.81,0
73,19.72,23.13,0
65,20.29,22.45,0
38,21.14,21.12,0
74,22,19.8,0
24,22.74,18.14,1
71,23.49,16.49,0
23,24.12,15.16,0
44,24.75,13.82,1
76,25.1,13.39,1
85,25.44,12.96,1
34,25.9,12.48,0
49,26.36,11.99,1
47,26.82,11.8,1
29,27.29,11.61,1
59,27.8,11.14,0
29,28.32,10.68,1
40,28.5,10.64,0
16,28.67,10.6,1
30,28.82,10.41,1
16,28.96,10.22,1
46,29.16,10.16,0
7,29.35,10.11,1
82,29.72,9.93,0
4,30.08,9.74,1
1,30.29,9.44,0
77,30.5,9.15,0
12,30.44,9,1
42,30.37,8.84,1
47,30.92,8.6,0
27,31.46,8.36,0
55,31.46,8.34,1
9,31.47,8.31,1
12,31.78,8.12,0
52,32.1,7.93,0
21,32.42,7.73,1
51,32.73,7.54,1
30,32.73,7.42,0
90,32.73,7.31,0
87,32.68,7.49,0
28,32.63,7.67,0
1,32.74,7.55,1
77,32.84,7.43,1
61,32.94,7.31,0
23,33.05,7.19,1
29,33.42,6.86,0
15,33.78,6.54,1
57,33.63,6.62,1
86,33.48,6.69,0
42,33.54,6.92,0
3,33.6,7.15,1
6,33.2,7,1
14,32.81,6.84,0
6,32.29,7.31,0
1,31.76,7.78,0
51,31.3,7.96,0
14,30.85,8.15,1
39,30.69,8.27,1
39,30.53,8.39,1
51,30.54,8.35,0
2,30.55,8.31,0
64,30.78,8.23,1
48,31.02,8.14,0
31,31.01,7.78,1
1,31,7.42,1
21,31.1,7.58,0
26,31.19,7.75,1
72,31.26,7.88,0
59,31.32,8.02,1
51,31.38,7.72,1
75,31.43,7.43,0
4,31.55,7.35,1
30,31.67,7.27,1
28,31.51,6.96,1
16,31.35,6.64,0
54,31.38,6.9,0
77,31.4,7.16,0
90,31.44,7.1,1
41,31.47,7.05,1
24,31.48,6.92,1
10,31.48,6.79,1
70,31.44,6.85,1
1,31.41,6.91,0
73,31.62,6.8,0
84,31.83,6.68,0
13,31.72,6.68,1
75,31.62,6.68,1
18,31.84,6.72,1
4,32.05,6.76,0
70,32.07,6.7,1
33,32.09,6.64,1
80,31.84,6.3,1
23,31.59,5.97,1
18,31.55,6.12,0
50,31.51,6.28,1
88,31.38,6.38,0
42,31.26,6.48,1
31,31.28,6.46,0
24,31.29,6.44,1
76,31.19,6.44,0
65,31.09,6.45,1
8,30.97,6.67,1
26,30.85,6.89,0
18,30.8,6.85,1
26,30.75,6.81,1
49,30.64,6.8,1
43,30.54,6.78,0
84,30.43,6.87,1
82,30.32,6.96,0
25,30.21,7.04,1
30,30.1,7.13,1
40,29.95,7.3,0
72,29.8,7.46,0
21,29.66,7.63,1
30,29.51,7.8,1
5,29.36,8.35,0
19,29.22,8.9,1
27,28.94,9.62,0
55,28.65,10.33,1
90,28.41,11.03,0
63,28.17,11.73,0
75,27.76,12.85,1
73,27.36,13.97,0
29,27.03,14.52,1
1,26.7,15.06,1
36,26.26,15.54,1
37,25.82,16.02,0
50,25.55,16.29,1
74,25.28,16.56,0
78,25.05,17.93,0
29,24.82,19.3,0
73,23.62,28.08,0
32,22.42,36.85,0
66,21.69,40.03,1
40,20.96,43.21,1
75,20.65,45.39,0
45,20.34,47.57,0
20,20.02,49.54,0
50,19.7,51.51,1
41,19.49,52.92,1
24,19.28,54.32,1
24,19.1,55.74,0
2,18.92,57.17,1
41,18.84,58.66,0
63,18.76,60.16,0
82,18.67,61.14,1
72,18.58,62.12,0
48,18.49,62.61,1
24,18.4,63.11,0
45,18.41,63.19,0
52,18.42,63.27,0
67,18.28,64.17,0
22,18.15,65.06,0
2,18.01,65.91,1
54,17.87,66.77,1
59,17.81,67.01,1
66,17.76,67.24,0
6,17.7,67.48,1
46,17.62,67.84,1
17,17.53,68.2,1
6,17.4,68.68,1
53,17.27,69.16,1
28,17.12,69.86,0
19,16.97,70.57,1
82,16.92,71.08,0
36,16.86,71.59,0
7,16.89,71.48,1
8,16.92,71.37,1
78,16.82,71.64,0
2,16.71,71.91,1
76,16.65,71.85,0
87,16.59,71.8,0
87,16.54,72.1,0
61,16.48,72.41,0
40,16.66,71.5,1
82,16.83,70.59,0
25,16.85,70.7,1
67,16.87,70.81,0
1,16.82,71.05,1
65,16.76,71.29,1
10,16.75,71.44,1
28,16.74,71.59,0
72,16.55,72.48,0
5,16.36,73.38,1
14,16.13,74.18,1
66,15.91,74.98,1
2,15.82,75.34,1
8,15.73,75.69,0
33,15.68,75.6,0
72,15.63,75.5,1
44,15.78,74.54,0
26,15.93,73.57,1
78,15.86,73.16,0
28,15.79,72.74,1
19,15.69,72.79,1
54,15.59,72.85,1
25,15.43,73.33,0
58,15.28,73.81,1
24,15.25,73.68,1
71,15.22,73.54,1
70,15.2,73.54,0
33,15.18,73.54,1
76,15.19,73.84,0
6,15.2,74.15,1
19,15.21,74.45,0
64,15.2,74.46,0
86,15.18,74.47,0
59,15.1,74.34,1
36,15.03,74.22,0
33,15.04,74.2,1
10,15.05,74.18,1
33,15.2,72.68,0
31,15.35,71.19,1
32,15.48,69.7,1
27,15.6,68.21,1
39,15.6,68.37,1
43,15.6,68.53,1
69,15.72,66.92,0
15,15.84,65.31,1
23,15.77,64.74,1
